id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
894167586664164851,Spacious apartment in ‘de pijp’,6158850,Kim,,De Pijp - Rivierenbuurt,52.35665625068927,4.899048060178756,Entire home/apt,,4,2,2024-05-11,0.11,1,0,1,0363 E0DC 453B 0C9C 9315
894232139909684184,Design apartement in the city center of Amsterdam,1384624,Jean-Charles,,De Baarsjes - Oud-West,52.37243,4.87313,Entire home/apt,,3,3,2024-01-02,0.15,1,0,0,03635A2E05EB4B05D554
894257906975450861,Appartement in Amsterdam,81929431,Fleur,,Oud-Oost,52.35694743613105,4.9232012254244895,Entire home/apt,189,3,11,2024-07-02,0.55,1,108,7,0363 EAE3 6C39 882B 50FF
894471602011624869,Most central amsterdam chic home,20544193,Laura,,De Baarsjes - Oud-West,52.35787403889742,4.859377853572369,Entire home/apt,280,3,8,2025-02-12,1.42,3,290,8,Exempt
894471670195543126,Design chic loft flat in centre,20544193,Laura,,Zuid,52.355540327833694,4.862046543285506,Entire home/apt,284,2,6,2025-01-02,0.32,3,179,3,Exempt
894729322708570425,Apartment in west,111938395,Romy,,De Baarsjes - Oud-West,52.36424,4.87612,Entire home/apt,760,2,12,2024-09-20,0.76,1,359,8,0363 33DA 4D4B 5481 7A95
894749681607655796,Comfortable and cozy apartment,2604095,Steven,,Oud-Oost,52.35299,4.91658,Entire home/apt,190,2,10,2024-09-18,0.47,1,50,4,0363 1279 0BF0 638A 2270
894960072459840972,Newly renovated | Charming | Quiet,201858757,Esther,,Oud-Oost,52.35483906442553,4.908174448593257,Entire home/apt,,2,4,2023-07-15,0.19,1,0,0,0363 6BC0 4F1E 5F0E 5C65
894970962027121793,Your own apartment in the city,39679284,Henry,,De Pijp - Rivierenbuurt,52.34868,4.90797,Entire home/apt,316,3,0,,,1,89,0,
895450811572204144,Mooi gezinsappartement Amsterdam,117811372,Daphne,,Gaasperdam - Driemond,52.29780357719394,4.981812959670691,Entire home/apt,225,3,1,2024-05-10,0.10,1,10,1,0363 D2B3 2873 9FE6 F181
895507777602662103,Knus appartement met groot dakterras,74160274,Larissa,,Watergraafsmeer,52.3567833,4.9369412,Entire home/apt,165,1,7,2024-09-01,0.35,1,194,1,0363 E9B0 ECCB 854A 3EB6
895588145059409928,Spacious apartment in Oud-West,149263158,Selas,,De Baarsjes - Oud-West,52.35781,4.85648,Entire home/apt,,4,5,2024-09-16,0.24,1,0,1,0363 D53A 157F 05B1 21A7
895592306869381468,Luxe appartement met dakterras in de Pijp!,63485013,Floor,,De Pijp - Rivierenbuurt,52.34945129758542,4.892555164731818,Entire home/apt,228,3,13,2024-09-08,0.66,1,9,5,0363 2BA6 40E2 22F4 8FE3
895593530158869311,Sunny little gem: 2 bedroom & big balcony,274734489,Alex,,De Baarsjes - Oud-West,52.37043087291471,4.849965832215307,Entire home/apt,,1,9,2025-02-23,0.44,1,0,4,0363 88E7 A0D6 7663 02F1
896005479562267348,Groot familiehuis met souterrain en tuin!,5545776,Nienke,,De Baarsjes - Oud-West,52.37047859953441,4.859865345060825,Entire home/apt,350,4,6,2024-07-07,0.28,1,193,1,0363 1589 0FF6 A0BF 4953
896043282611946316,Cosy Amsterdam apartment right by Vondelpark,22673046,Seif,,Zuid,52.35247377669074,4.855527216905403,Entire home/apt,,5,2,2024-10-12,0.28,1,0,2,0363 0B11 A358 FD7D 8420
896127369099492817,Large & Sunny Canal Apartment,4291496,Niels & Sofia,,De Baarsjes - Oud-West,52.36592774601155,4.861567641360506,Entire home/apt,427,3,5,2024-11-03,0.26,1,29,3,0363 7782 EB38 BAFC CC5E
896138438670395839,Spacious family house Adam,305845484,Francesca,,Oud-Noord,52.39226,4.91397,Entire home/apt,342,2,4,2024-07-05,0.19,1,6,1,0363 230B AC38 9099 263C
896160286284668280,"Nice apartment, amazing location",411694555,Ilse,,Oud-Oost,52.35311,4.91127,Entire home/apt,,2,2,2023-09-24,0.11,1,0,0,0363 4080 DFE4 A9B4 5F0B
896227216164813212,Modern & Beautiful family home in Amsterdam,11127803,Kristel,,Geuzenveld - Slotermeer,52.383294316162996,4.826125555933533,Entire home/apt,,2,6,2024-01-01,0.28,1,0,0,0363 F53A 7D42 4B85 19A8
896249006377405064,Large cottage on the sheepfarm,3040748,Henk,,Noord-Oost,52.39453,4.99265,Entire home/apt,128,2,48,2024-12-28,2.26,8,281,26,0363 2A6D 7C09 877D 715F
896265714066276842,A Modern Bright Stylish Gem,23941459,Jeroen,,Zuid,52.3479755,4.8478755,Entire home/apt,205,30,1,2023-12-01,0.07,1,52,0,0363 1299 D12C B354 0960
896337544148087263,"Stijlvol, ruim twee kamer appartement",23179135,Bart & Manon,,IJburg - Zeeburgereiland,52.35883,4.9828,Private room,158,2,39,2025-02-02,1.81,1,77,18,0363 5F5F 2F3F E006 79B0
896339723702066499,Lovely home close to city center,139211812,Vivian,,De Baarsjes - Oud-West,52.37189055639778,4.8601483267307435,Entire home/apt,,3,4,2024-01-02,0.19,1,0,0,0363 2774 9F31 C77F B767
896369022077445200,Spacious family home in North,5426989,Kevin,,Noord-West,52.409836920748475,4.90081638962264,Entire home/apt,237,3,4,2024-07-20,0.20,1,14,2,0363 3931 6D71 822A 2F05
896401205364893636,Privé appartement in Amsterdam,154990200,Anne,,Oostelijk Havengebied - Indische Buurt,52.364214410218196,4.9328019842505455,Entire home/apt,,2,1,2023-06-10,0.05,1,0,0,0363 6605 8965 2861 74C3
896436392109655908,Appartement in de bruisende Pijp,402394811,Julian,,De Pijp - Rivierenbuurt,52.350139028930386,4.895971566438675,Entire home/apt,216,3,8,2024-10-20,0.48,1,34,6,0363 547C 0388 64C1 BD11
896688853390321151,Cosy house + garden close to Westerpark,22983963,Tessa,,Westerpark,52.382469745035905,4.870772212743759,Entire home/apt,275,2,0,,,1,263,0,0363 ED69 4A91 75AF 4422
896801453106955353,Creative Apartment in West,393308251,Natasha,,Bos en Lommer,52.38459204007115,4.851446285305562,Entire home/apt,281,4,0,,,1,355,0,0363 0C5D B2F8 6FBB A558
896808538258633661,Lovely apartment in the Pijp! Great location!,9482375,Elizabeth,,De Pijp - Rivierenbuurt,52.35681285928799,4.896709019824458,Entire home/apt,,2,13,2024-08-18,0.63,1,197,4,0363 5D82 C33B C203 799F
896846162745643714,Stylish home with sunny garden near Vondelpark,1870324,Edward,,De Baarsjes - Oud-West,52.35982,4.86341,Entire home/apt,,3,13,2024-08-13,0.66,1,40,6,0363 2F44 0FA9 3D47 5982
897037429506065313,Faralda Crane: VIP Suites w/ Skyline & Water Views,150677340,Faralda Crane Hotel,,Oud-Noord,52.400967,4.8945565,Entire home/apt,6356,1,0,,,4,320,0,0363 9333 882A 17A7 AB06
897467709834277215,Family apartment next to Vondelpark,71340704,Sander,,De Baarsjes - Oud-West,52.35816747652936,4.859239815344241,Entire home/apt,211,3,12,2024-12-28,0.63,1,9,7,0363 5A8D D30E E7FF 6FB0
897514508800729859,Stylish CityCenter Apartment,516113239,Jimmy,,Centrum-West,52.37001679935054,4.890421852929216,Entire home/apt,314,3,11,2024-09-03,0.57,1,30,6,036365ADE60C9F13C2BF
897524373406331338,Great Apartment near City Centre,425423942,Julia,,Westerpark,52.38185424317389,4.8728873999999855,Entire home/apt,,3,7,2024-08-19,0.33,1,0,2,0363 8885 48E2 FDAF BF11
897548746212822015,Cosy appartement in city center,133201526,Anne,,Centrum-West,52.377511171174035,4.880890461577962,Entire home/apt,380,5,7,2024-07-06,0.37,1,46,2,Exempt
897625093942245922,Comfortable city centre 2 BR. Apt. with Balcony,230314887,Laurens,,Oud-Oost,52.35057178290002,4.912653840722649,Entire home/apt,205,1,12,2024-08-25,0.63,1,83,6,0363 D816 C32D 37C7 17CA
897656071013014135,Heerlijke dijkwoning in groen Amsterdam-Noord,46826145,Willem,,Oud-Noord,52.386026779348306,4.94785986471218,Entire home/apt,248,5,7,2025-01-02,0.36,1,8,3,036340617B40CAB0FC84
897787557945952606,Beautiful 2 Bed w/ sunny garden,330111845,Maurice,,Oostelijk Havengebied - Indische Buurt,52.36329,4.93758,Entire home/apt,330,3,1,2023-08-05,0.05,1,178,0,0363 803F 8120 7FC1 1D79
897807059175151803,Apartment close to city centre,6317086,Michel,,Westerpark,52.37983,4.87554,Entire home/apt,315,3,3,2024-08-13,0.31,1,232,3,0363 F6F2 B354 42AA 251C
897856327503690423,De Stijlkamer,4029713,Otto,,De Pijp - Rivierenbuurt,52.352346,4.8939692,Entire home/apt,110,3,52,2025-02-16,2.44,2,96,43,0363 7577 70F2 FD6C 1310
898325388629729266,Lovely city ground appartment,318467,Karolien,,De Baarsjes - Oud-West,52.37021,4.86684,Entire home/apt,,10,0,,,1,0,0,0363 97FB 7579 5A0A BBE8
898405469430709874,Unieke locatie in bruisend Amsterdam Noord - NDSM,516322414,Eva,,Oud-Noord,52.40238537417222,4.892587822715692,Entire home/apt,,3,0,,,1,0,0,0363 FF60 CEC3 83EF 0AF7
898438394092500647,Fijne gezinswoning!,6483256,Nienke,,Geuzenveld - Slotermeer,52.38359,4.82346,Entire home/apt,220,4,7,2025-01-01,0.37,1,29,3,0363 BDF5 9523 0ACC EAEF
898445260717311231,Big apartment near de Pijp / RAI,45188306,Suzanne,,De Pijp - Rivierenbuurt,52.3465170242458,4.887297302484512,Entire home/apt,352,3,1,2024-08-10,0.15,1,72,1,0363 0024 7569 BE81 8E9D
898469568521037094,Trendy & Comfortable Apartment,46214759,Sophie,,De Baarsjes - Oud-West,52.36503,4.85531,Entire home/apt,212,2,2,2024-05-26,0.20,1,303,2,0363 D1F6 EB5A 145D 0DAA
898657507954178190,Hip-Modern Apartment Amsterdam East,199665758,Tim,,Oud-Oost,52.35654240426091,4.922413634036516,Entire home/apt,,2,3,2024-07-05,0.14,1,0,1,0363 2FEA ECB2 2758 4F21
898950568445101144,Spacious colourful appartement,14515584,Crista,,Watergraafsmeer,52.35148976443909,4.919795511384348,Entire home/apt,255,5,8,2024-03-08,0.39,1,23,1,0363 7680 3154 5A41 B548
898979724437767997,"Luxury two-floor apartment with roof terrace, 90m2",27323708,Birre,,De Baarsjes - Oud-West,52.36169,4.85818,Entire home/apt,,3,12,2025-02-17,0.60,2,1,7,0363 031B ED59 C33B 1BF1
899006500243796123,Charming apartment Amsterdam Old West,12079820,Mieke,,De Baarsjes - Oud-West,52.37097,4.85593,Entire home/apt,170,5,2,2024-05-05,0.10,1,127,1,0363 AA47 EF51 469D 4C50
899043816357686143,Bright spacious creative flat,5218901,Simon,,De Baarsjes - Oud-West,52.3658898,4.8655123,Entire home/apt,,5,8,2024-08-13,0.39,1,0,4,0363 E083 AE23 B7C6 AB97
899161208050238573,Cozy apartment in Amsterdam,140196243,Martin,,Bos en Lommer,52.38213,4.85304,Entire home/apt,,5,2,2023-09-10,0.09,1,0,0,0363 4C6B CA09 8205 0C7C
899288761052349383,All-in-one apartment! Brand new!,52742709,Yaniv,,Buitenveldert - Zuidas,52.33604,4.86886,Entire home/apt,129,1,16,2025-02-02,0.75,1,5,8,0363 E5B4 6A02 EFD4 57AB
899299040139335548,Stijlvol en Licht appartement.,516540650,Sebastiaan,,Bos en Lommer,52.37940174761322,4.8475452607132,Entire home/apt,,1,3,2024-10-14,0.18,1,0,2,0363 3433 A110 577B 606E
899342380879856319,Woonhuis met Tiny house,62968975,Bas,,Noord-West,52.4180596,4.896538000000001,Entire home/apt,350,6,1,2023-08-27,0.05,1,364,0,0363 8D7E CC1F 977D 6F29
899345266528156098,Stijlvolle woning in de Pijp met 2 balkons!,415036536,Veronique,,De Pijp - Rivierenbuurt,52.3563046,4.9009717,Entire home/apt,299,2,12,2024-09-23,0.57,1,192,5,0363 EAC7 6447 6F62 D96C
899410571424420701,Amsterdam Riverside Retreat,358777842,Li,,Oud-Noord,52.39190213478504,4.908122427044504,Private room,257,3,4,2024-10-20,0.40,1,302,4,0363 5A3A B16B A91A 1CBF
899653079925536954,Cozy apartment near the Jordaan,111979590,Mathieu,,Bos en Lommer,52.37714,4.85983,Entire home/apt,164,4,11,2024-06-03,0.54,1,21,6,0363 EF7D 4371 60CA 92B2
899719622014371585,Sweet little house in Amsterdam,31382392,Marrigje,,Noord-West,52.41447,4.89351,Entire home/apt,63,20,1,2024-08-10,0.15,1,131,1,0363 3BB5 A170 4F37 6B1C
899844278603988676,Luxe appartement aan Sloterplas,516652702,Leon,,Osdorp,52.3564912,4.8132426,Entire home/apt,462,4,8,2024-06-09,0.48,1,95,5,0363 FEEE 2CB2 9CD5 B850
899948923918550707,Licht en ruim privé appartement vlakbij centrum.,59495096,Vivian,,Bos en Lommer,52.3807242,4.8572198,Entire home/apt,160,3,4,2024-09-15,0.19,1,37,1,0363 FFC4 1F27 3EF1 2436
900573495250222781,Family home with garden,21402888,Mickey,,Noord-West,52.412234331271954,4.900148540887338,Entire home/apt,,3,5,2023-09-17,0.25,1,0,0,0363 1EFD 5404 566D AF53
900622683786572507,Bright apartment in Baarsjes!,6078235,Özge,,De Baarsjes - Oud-West,52.37082508216645,4.85383180455644,Entire home/apt,,1,8,2024-05-05,0.41,2,0,3,0363BD1FFF922CB3C083
900768367265617383,Hip & Cosy Ap @ de Pijp - 2p,143098191,Peter,,De Pijp - Rivierenbuurt,52.356923,4.899153,Entire home/apt,,2,3,2023-08-29,0.15,13,0,0,03633E9D80AA98A904E2
901229828875490648,Amsterdam apartment (ground floor) with garden,261039832,Casper,,Oud-Oost,52.364105940418625,4.925795632896572,Entire home/apt,,3,13,2024-08-07,0.69,1,18,8,0363 07E6 381B F883 5A68
901523208967589679,"Spacious apartment, incl. Garden",517022971,Pauline,,Zuid,52.35331132359789,4.848856057999314,Entire home/apt,,2,7,2024-08-17,0.37,2,0,4,0363 ECC6 EA06 E43D 4C82
901568493520734904,Luxurious suite  w/ roofterrace @ Museumsquare.,517031979,Deepak,,Zuid,52.35384,4.88213,Entire home/apt,,2,5,2023-07-05,0.23,1,0,0,0363 E9BD A812 457C 793D
901908430110176730,"Great location in Amsterdam, pretty and quiet room",517099042,Malachi,,Noord-West,52.403757236028035,4.916889059524552,Private room,80,2,18,2024-11-03,0.94,1,252,12,0363 E704 AC42 64EC 2AC2
901916165856416046,Sunny apartment near Vondelpark,18441215,Marije,,Zuid,52.354797028024244,4.851623864271969,Entire home/apt,,3,13,2024-08-05,0.68,1,0,6,0363 87D9 70D2 0847 6443
901955463298997882,Fantastic Family City Home,13293568,Dam,,Zuid,52.35346522835374,4.851891498648878,Entire home/apt,391,6,1,2023-08-25,0.05,1,200,0,0363 6044 8701 03C0 BFAE
901983746606683612,Ideal Location Studio for Two,451613647,Adam,,Centrum-West,52.3717956,4.8796665,Entire home/apt,171,3,11,2024-09-11,0.55,1,48,5,0363 33D0 5E00 FC6A 1743
902075151946093427,Central and spacious apartment,16213959,Olivier,,De Pijp - Rivierenbuurt,52.355349719324614,4.904726253623852,Entire home/apt,,3,1,2023-07-05,0.05,1,345,0,0363 3E2D 6C7B B52A 51BD
902082272674714485,Lovely apartment in Amsterdam,202557755,Puck,,Watergraafsmeer,52.3563,4.9349,Entire home/apt,257,4,3,2024-06-11,0.16,1,51,1,0363 6E4D 6DB9 33CO EFF4
902112017638792521,Homely apartment on the Amstel with garden,22400610,Seger,,De Pijp - Rivierenbuurt,52.35287,4.90657,Entire home/apt,180,9,4,2024-07-29,0.21,1,11,2,0363 7E6C 1FBA 9FFF 1418
902119738138827525,A jungle apartment in Oud-West,28625389,Zuzana,,De Baarsjes - Oud-West,52.36788980028364,4.865622325877333,Entire home/apt,159,2,8,2024-12-31,0.43,1,328,3,0363 B7B3 5DFB 90A5 6715
902208791295092870,An architect’s family home,3823105,Suzanna,,De Baarsjes - Oud-West,52.37137274852528,4.86086257005162,Entire home/apt,,4,10,2024-08-21,0.50,1,0,5,0363 7BEB 26C2 666B DDFB
902227139917564386,Ark 502,400833385,Floris,,De Baarsjes - Oud-West,52.3665957,4.8765255,Entire home/apt,284,4,0,,,1,364,0,0363 EA04 6055 9350 0ED7
902236225765905569,Modern ground floor apartment with sunny garden,27058706,Dominique,,Westerpark,52.37791,4.87401,Entire home/apt,212,3,3,2024-09-30,0.17,1,15,2,03634D0FDB15860D6C71
902315043927020066,The Blue Door,517223258,Rob,,Centrum-West,52.3702242882583,4.896308065759272,Private room,220,2,19,2024-11-17,0.91,1,225,17,0363A1A20E83AC0965F2
902595715582444292,Heerlijk (familie)huis in Bos en Lommer!,13025748,Clair,,Bos en Lommer,52.37860849534985,4.849613077696383,Entire home/apt,,2,16,2024-08-13,0.79,1,0,7,0363 F69E 03AB F410 1486
902649860773609184,Prive appartement op begane grond. Eigen opgang.,5607468,J J,,IJburg - Zeeburgereiland,52.35608,5.00164,Entire home/apt,,3,4,2023-11-13,0.24,1,0,0,0363 B27C D8E2 8D04 05BD
902686080404814059,Cosy 2 bedroom home in the West with 2 double beds,6320036,Aleksandra,,Bos en Lommer,52.37737324089134,4.841498590249933,Entire home/apt,,3,12,2025-02-19,0.58,1,3,5,0363F5AD13AD5EA07970
902834798307017582,Apartment in the lovely Pijp area,18073406,Laura,,De Pijp - Rivierenbuurt,52.3569539,4.889391499999999,Entire home/apt,216,3,6,2025-02-14,0.29,1,357,2,0363 D3E1 FB56 043F 4A2F
902899772944852541,Cosy 2 bed apartment in the centre of Amsterdam,17767637,Tijmen,,Centrum-Oost,52.372836538871276,4.920613318173183,Entire home/apt,,3,4,2025-02-23,0.24,1,6,3,0363 40E2 0412 5DE7 8D99
902963513955565925,Stylish River view apartment @ Amsterdam The Pijp,27830091,Regine,,De Pijp - Rivierenbuurt,52.35626176775404,4.904691224785163,Entire home/apt,,3,13,2024-09-30,0.90,1,0,11,0363 13F2 6A35 EF1D DD21
903300891533751420,"Serenity in the City - Luxe Living, Prime Location",284271894,Lars,,Centrum-West,52.37651946401993,4.877358406656243,Entire home/apt,390,1,18,2024-09-29,0.87,1,339,13,0363 C4CC 687D 8A93 8329
903336598717390685,Cute and light apartment,75403157,Marc,,Zuid,52.35547054155618,4.875699600000014,Entire home/apt,198,3,10,2024-12-30,0.50,1,337,6,0363 75ED 8EA7 9F58 9CB2
903474197533708020,Cozy family apartment with roofterras in Amsterdam,37896250,Yannick,,De Pijp - Rivierenbuurt,52.341727769237465,4.904757656508536,Entire home/apt,,3,0,,,1,0,0,
903478087236866407,B&B House of Straw Amsterdam Room 1,517505198,Merel,,IJburg - Zeeburgereiland,52.361995592870585,4.977770715344256,Private room,,1,43,2024-09-05,2.03,2,289,20,0363 AE6F 8A6A 96B2 ED52
903534463124482634,Cosy and modern furnished apartment with a balcony,352281587,Arda,,Oud-Oost,52.35736590810649,4.920461090728521,Entire home/apt,,4,3,2024-04-17,0.15,1,0,1,0363 874B 4E33 58FD DD8D
903655918480436263,Luxury Private Residence with Rooftop Jacuzzi,31953948,Jorrit,,Zuid,52.35623,4.8746,Entire home/apt,688,3,6,2024-08-11,0.31,1,34,3,0363 28F2 3171 5FAF C639
903714820962613689,Rokin Apartment,21686664,Giampaolo Antonio,,Centrum-West,52.36918443378622,4.891594536602497,Entire home/apt,175,2,52,2025-02-22,2.62,4,46,39,Exempt
904016815353345229,Cozy room in the spacious 2 bedrooms apartment,246772652,Zhanna,,De Aker - Nieuw Sloten,52.344512527988336,4.827805717475807,Private room,103,1,8,2024-04-14,0.38,2,268,3,0363 B285 97BA 6098 18B2
904016879196558635,4 story oasis in Amsterdam,422457196,Judith,,Bos en Lommer,52.37785,4.84055,Entire home/apt,,3,16,2024-06-22,0.83,1,0,8,03633E3341FA39E86007
904139549347980627,Limited-edition design apartment,517668573,Minna,,Oud-Noord,52.3965617,4.9068432,Entire home/apt,247,1,16,2024-11-11,0.92,4,359,5,Exempt
904196274413977378,Houseboat Jordaan,517683118,Boris,,Centrum-West,52.3826008,4.884448799999999,Entire home/apt,202,2,143,2025-01-08,6.83,1,64,79,0363 AC1F A42A 9B52 4F00
904231690404787331,Beautiful apartment with garden next to Vondelpark,534213,Guillaume,,De Baarsjes - Oud-West,52.36001799404056,4.860802195872444,Entire home/apt,423,2,15,2025-01-01,0.81,1,273,8,0363 FB7D 5ED7 BAB7 4F8F
904355794029185441,Spacious boutique apartment in lovely De Pijp,2724950,Monique,,De Pijp - Rivierenbuurt,52.35282,4.89075,Entire home/apt,,2,10,2024-08-31,0.50,1,0,5,0363 B934 CDC2 A707 D800
904893275146190576,Spacious 95m2 loft next to river,18739162,Tessa,,Oud-Oost,52.350805056228474,4.913810719049065,Entire home/apt,,4,5,2024-08-17,0.25,1,0,2,0363 0288 5142 04AB 9E84
904914301413761282,Appartement in Amsterdam,13452025,Jean,,Oud-Oost,52.3581921,4.9262361,Entire home/apt,,3,4,2025-01-01,0.19,1,0,3,0363 9EC7 4974 625F 44C7
904959201923861222,Spacious Family Home in Centre With Roof Terrace,405438061,Alex,,De Pijp - Rivierenbuurt,52.35414,4.88799,Entire home/apt,855,2,3,2024-06-20,0.19,1,358,2,0363 DB1C B0DB 49BD 7C2C
905459366264936254,Urban Oasis in Amsterdam West,27536755,Rob,,Bos en Lommer,52.37726,4.85867,Entire home/apt,,3,9,2024-07-22,0.45,1,0,2,0363 800D 609D 44BB 4C61
905585787526454222,Spacious and Sunlit 2BR Apartment near De Pijp,53959275,Tim,,De Pijp - Rivierenbuurt,52.342571864695934,4.900388153631439,Entire home/apt,,3,8,2024-01-05,0.40,1,0,0,0363 5599 699E C19D 3482
905605585032465146,1920's Worker's House Amsterdam,101930627,Ilja,,Oud-Noord,52.389056738970055,4.948981841407482,Entire home/apt,,1,1,2023-08-11,0.05,1,0,0,0363 765E 6F2D CEAB D44F
905672881813139299,Designer studio in peaceful mini-city,517668573,Minna,,Oud-Noord,52.3965617,4.9068432,Entire home/apt,154,1,8,2025-02-10,0.48,4,360,3,Exempt
905676279032136546,4-person design studio in peaceful spot,517668573,Minna,,Oud-Noord,52.39653,4.90717,Entire home/apt,185,1,224,2025-02-16,12.95,4,360,83,Exempt
905677609043113133,Custom design studio in peaceful spot,517668573,Minna,,Oud-Noord,52.3965617,4.9068432,Entire home/apt,131,1,840,2025-02-16,46.58,4,359,579,Exempt
905721738522263026,Lovely house for families,5296180,Femke,,Oud-Noord,52.3929801,4.9063715,Entire home/apt,300,5,3,2024-12-27,0.30,1,202,3,0363 DAF1 E059 BF1F 6712
905731222562001828,Stylish place in Amsterdam,132654754,Ogei,,Osdorp,52.35446,4.79171,Entire home/apt,,1,15,2024-08-25,0.75,1,0,8,0363 8CA7 6BF7 EABB 76E1
906161615984076237,Luxury apartment with canal view,23932215,Sabine,,De Baarsjes - Oud-West,52.363597356994724,4.858541034520564,Entire home/apt,,2,10,2024-07-09,0.48,1,0,3,0363 DE11 2D1E E27B 04D1
906312347067677212,Amazing 3floor app in Old-South,4437313,Melianthe,,Zuid,52.349906,4.860463,Entire home/apt,,2,4,2023-09-02,0.19,1,0,0,0363 5A64 9849 958A 8FBE
906313802809767607,Stylish 1-bedroom apartment | Ideal for couples,70167802,Luc,,De Baarsjes - Oud-West,52.3721794,4.847902299999999,Entire home/apt,,2,14,2024-10-11,0.68,1,0,6,0363 1339 3B4E 5B8D 5707
906383666342555415,Spacious luxurious apartment near centre Amsterdam,33979341,Barbara,,Bos en Lommer,52.37656,4.83724,Entire home/apt,,3,8,2024-08-13,0.39,1,0,4,0363 2143 DEBB EF1A 9E14
906516210947771273,Corner Apartment with Vondelpark Entrance,302096660,Lucas,,De Baarsjes - Oud-West,52.35894889999999,4.8608481,Entire home/apt,200,1,5,2025-01-01,0.24,1,149,2,0363 3561 206F FB48 5ACC
906538760988065632,Appartement met tuin A'dam Noord,113551689,Loes,,Oud-Noord,52.396664279871345,4.91701047605742,Entire home/apt,,2,3,2024-07-25,0.16,1,0,1,0363 4B21 5A33 8B34 F278
906928477315245746,Stylish flat in Amsterdam,55661548,Sebastiaan,,De Baarsjes - Oud-West,52.36633877976081,4.863221149081497,Entire home/apt,,4,2,2023-06-27,0.10,1,0,0,0363 7D1F 6392 1575 F16C
906996228392777407,Family Home in Amsterdam,187944757,Natalia,,Slotervaart,52.35707,4.83694,Entire home/apt,243,4,3,2023-08-06,0.15,1,21,0,0363 DF97 9BEE C192 CA3A
907067663493314911,Design studio in Noord with free parking,5806350,Michal And Bartosz,,Oud-Noord,52.389483854137076,4.935972139666231,Entire home/apt,203,3,62,2025-02-10,2.94,1,124,34,03636e561fd812942b01
907115457295010207,"Family friendly, ground-floor near Amstel & Artis",856390,Pascal,,Centrum-Oost,52.36369,4.90664,Entire home/apt,405,5,8,2024-08-06,0.41,1,121,3,0363 44B7 212E 1BA4 E11D
907222180433236365,Stylish apartment in Amsterdam Oost,14201313,Stephanie,,Watergraafsmeer,52.35571,4.93606,Entire home/apt,208,3,8,2025-01-02,0.41,1,26,6,0363 9366 D377 684A 74E7
907304324087215264,2BR home in Ams North NDSM Garden & Free Parking,127938,Mirte,,Noord-West,52.41059957370298,4.897669403194682,Entire home/apt,151,5,1,2023-08-28,0.05,1,347,0,0363 BED6 3E7F 49B1 66E2
907404104159204393,Renovated Modern 2BR Apartment in Amsterdam,31642204,Premium Selection,,Oostelijk Havengebied - Indische Buurt,52.36951,4.94346,Entire home/apt,,3,11,2024-08-27,0.55,1,0,5,0363 5A84 8C98 4BB4 C87E
907679861785482108,Sunny apartment with garden near de Jordaan,39151532,Marlous,,De Baarsjes - Oud-West,52.36799,4.87461,Entire home/apt,213,4,4,2025-02-05,0.19,1,29,1,03636E06AF3537BB1FED
907685962817953216,Beautiful Apartment at the Park,75731159,Kevin,,Bos en Lommer,52.373733687152956,4.850495183933056,Entire home/apt,,2,14,2025-01-05,0.68,1,0,7,0363CF4F66DCEB93436A
907701257573455898,Gem of De Wetering,181248409,Anne,,Centrum-Oost,52.36110249999999,4.888788300000001,Entire home/apt,,3,6,2024-09-21,0.33,1,239,4,03631AC6CF7F91729E08
907803512500717953,Beautiful apartment with canal view,10367975,Victorine,,De Baarsjes - Oud-West,52.3732633,4.8555389,Entire home/apt,,3,4,2024-08-25,0.20,1,0,1,0363 DC24 3025 E650 A2B5
907925497960761152,Cozy Little Nest,14681534,Marie,,Westerpark,52.37305,4.87349,Entire home/apt,174,2,15,2025-02-09,0.74,1,16,7,0363 410D E357 A145 B8F3
907926245780013758,100m2 Dam-Square city center,518570870,Michael,,Centrum-West,52.37477859407623,4.896334335207939,Entire home/apt,646,1,3,2024-07-25,0.18,1,268,2,0363 1BC0 69DF 445E CDBF
907953200034243061,Authentic Amsterdam apartment next to Amstel river,113091478,Robert,,Oud-Oost,52.35660719318762,4.90867296499467,Entire home/apt,236,2,3,2024-11-30,0.18,1,54,2,0363 B86D 35EB 9EAC C61A
907992916907020783,stunning 92sqm apt with rooftop in city-centre,518593415,Niek,,Centrum-West,52.37188411403854,4.882431448102868,Entire home/apt,269,2,10,2024-08-24,0.50,1,27,3,0363 9DA4 F373 0F4B 5268
908314679779161163,Private mews studio near Vondelpark & museums,174715695,Piet Hein,,De Baarsjes - Oud-West,52.36333586710436,4.873986931972277,Entire home/apt,171,3,52,2024-11-12,2.55,2,41,35,0363 2341 6729 79C0 584D
908342188350817881,Happy peaceful stay in Amsterdam,103205230,Maria Caterin,,Gaasperdam - Driemond,52.29189,4.97302,Private room,59,2,73,2024-12-23,3.72,1,243,42,036360853BF0D7B4449A
908387759616876342,73m2 Apartment near Jordaan,518678255,Rochus,,Centrum-West,52.38132142402846,4.879972782917424,Entire home/apt,,5,4,2023-08-03,0.20,1,0,0,0363 366B 3716 D631 E14D
